,date,tweet,location
349,2020-05-09,"#GoodNewsOfTheDay 
 
Coronavirus: Four-year-old llama named Winter could hold the key to a cure #Coronavirus… https://t.co/wvRUoiVqXH","Mumbai, India"
350,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,भारत भूमि मेरी॓  ॓ मां  ॔ 
351,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,भारत भूमि मेरी॓  ॓ मां  ॔ 
352,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,भारत भूमि मेरी॓  ॓ मां  ॔ 
353,2020-05-09,.@SenatorCollins @SenAngusKing I’ve cared for ME kids as a pediatrician X30+y. U must care as deeply about kids &amp; t… https://t.co/wUCb4mpl66,Occupied land-Orono/Penobscot
354,2020-05-09,"RT @DrSundara3: Italian firm claims to have made a vaccine to contain coronavirus https://t.co/fa2SYmsisH via @newsblogindia
Israel, UK, US…",Earth
355,2020-05-09,RT @AfricansLeague: #Africa #CovidOrganic is the perfect cure for #COVID19 #Covid_19  which ravaged the whole world. Africa governments mee…,Africa
356,2020-05-09,"RT @DrSundara3: Italian firm claims to have made a vaccine to contain coronavirus https://t.co/fa2SYmsisH via @newsblogindia
Israel, UK, US…","Chennai, India"
357,2020-05-09,#Africa #CovidOrganic is the perfect cure for #COVID19 #Covid_19  which ravaged the whole world. Africa governments… https://t.co/e5WYrUxBDv,Africa
358,2020-05-09,"RT @DrSundara3: Italian firm claims to have made a vaccine to contain coronavirus https://t.co/fa2SYmsisH via @newsblogindia
Israel, UK, US…",CLT KLA IND
359,2020-05-09,"Italian firm claims to have made a vaccine to contain coronavirus https://t.co/fa2SYmsisH via @newsblogindia
Israel… https://t.co/aAG5S9wqnK",Bangalore
360,2020-05-09,5. PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus… https://t.co/3UEuxCqVey,"Hyderabad, India"
361,2020-05-09,4. ChAdOx1 - It uses a modified adenovirus to deliver the #coronavirus' genetic material into the body and prime th… https://t.co/qemcH5nlyw,"Hyderabad, India"
362,2020-05-09,3. INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases t… https://t.co/zA7QhPvLpw,"Hyderabad, India"
363,2020-05-09,2. mRNA-1273 - This vaccine uses parts of the #coronavirus' genetic material to generate an immune response from th… https://t.co/x3bGehhPol,"Hyderabad, India"
364,2020-05-09,1. Ad5-nCoV - China's CanSino is testing Ad5-nCoV as a viral vector vaccine. It teaches the body to detect the spik… https://t.co/xvZkqlnH5c,"Hyderabad, India"
365,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
366,2020-05-09,"RT @GRIDD_GU: Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by #GRIDD's Prof…","Brisbane, Queensland"
367,2020-05-09,"RT @GRIDD_GU: Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by #GRIDD's Prof…","Brisbane, Queensland"
368,2020-05-09,"RT @GRIDD_GU: Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by #GRIDD's Prof…","Brisbane, Queensland"
369,2020-05-09,"RT @GRIDD_GU: Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by #GRIDD's Prof…",Australia
370,2020-05-09,"Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by… https://t.co/oJzSIqxc2B","Griffith University, Australia"
371,2020-05-09,First neutralizing antibody against #COVID19 infected human cells from mouse vaccine! $APDN #vaccine… https://t.co/IacZhGG661,"Boston, MA"
372,2020-05-09,"RT @novapbs: A majority of vaccine skeptics plan to refuse a #COVID19vaccine and that could be a problem, @ConversationUS reports: https://…",
373,2020-05-09,"RT @novapbs: A majority of vaccine skeptics plan to refuse a #COVID19vaccine and that could be a problem, @ConversationUS reports: https://…",Boston
374,2020-05-09,"RT @novapbs: A majority of vaccine skeptics plan to refuse a #COVID19vaccine and that could be a problem, @ConversationUS reports: https://…",
375,2020-05-09,"A majority of vaccine skeptics plan to refuse a #COVID19vaccine and that could be a problem, @ConversationUS report… https://t.co/iH1NIwNErl",
376,2020-05-09,Poll: #Republicans three times more likely than Democrats to say they’ll refuse #COVID19vaccine https://t.co/O2KSaEVmEl,Planet Earth 
377,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
378,2020-05-09,"RT @sujewe: You are welcome to join this Webinar session on Covid19 Vaccine in Africa
https://t.co/JrzVjFD1yA
#COVID19 #COVID19vaccine #cov…",Nigeria
379,2020-05-09,"Bat 'super immunity' may explain how bats carry coronaviruses, study finds: Bat-virus adaptation may explain specie… https://t.co/3JgGZApA0e",Rome New York
380,2020-05-09,"@NewsBytesApp Why Israel not in the list?! They have claimed to have developed one. #coronavirusvaccine ,#covid19vaccine","Bengaluru South, India"
381,2020-05-09,Fingers crossed! #COVID19vaccine https://t.co/6bhK4boT8O,"Cambridgeshire, UK"
382,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"New Delhi, India"
383,2020-05-09,"Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?
The idea of “Social murder,” used b… https://t.co/YvchjCt4gW","Dallas, TX"
384,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Coimbatore, India"
385,2020-05-09,"RT @DrHankChaudhry: While a useful and safe vaccine for the world is still months away, one group of researchers is definitely leapfrogging…","New York, NY"
386,2020-05-09,@somnath1978 18 months- if at all. Good chance but still..... #Covid19Vaccine,Pune
387,2020-05-09,"RT @DrHankChaudhry: While a useful and safe vaccine for the world is still months away, one group of researchers is definitely leapfrogging…",
388,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…","Chennai, India"
389,2020-05-09,"You are welcome to join this Webinar session on Covid19 Vaccine in Africa
https://t.co/JrzVjFD1yA
#COVID19 #COVID19vaccine #covid19africa","Hamilton, Ontario"
390,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,
391,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,
392,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,
393,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,
394,2020-05-09,"""In mice, rats, and nonhuman primates, a newly developed #SARSCoV2 virus #vaccine candidate induced #antibodies tha… https://t.co/ij44AqF1JV","Toronto, Ontario"
395,2020-05-09,So i read that they have tested a Vaccine 💉 on Monkeys 🐒 &amp; that this vaccine has made them immune to catching it ev… https://t.co/UUzMyd1Lbx,"Pittsburgh, PA"
396,2020-05-09,"@TIME Yo #Trump, let's wait a bit and see what's coming out of #Italy is true or not, for new #Covid19vaccine😎",
397,2020-05-09,"Italy claims first #COVID19vaccine 
The vaccine has been tested in the #Spallanzani Hospital in Rome. It is said to… https://t.co/tBJmRDFSa0",🇮🇳 🇫🇷 🇮🇹 🇨🇦 🇺🇸
398,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…","Southport, CT"
399,2020-05-09,RT @DhakaTribune: #ItalianScientists claim world's first #Covid19Vaccine https://t.co/F97LLHvVrt,RAKESH youth  Kurnool
400,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,"Tamil Nadu, India"
401,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"Tamil Nadu, India"
402,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Tamil Nadu, India"
403,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"Tamil Nadu, India"
404,2020-05-09,"If they come out with a vaccine 💉 
Yes or No 🤔
💚💚💚
#covid19 #covid19memes #covid19vaccine #coronavirusvaccine @ Pla… https://t.co/nbEA4eNxPH","Plantation, FL"
405,2020-05-09,"While a useful and safe vaccine for the world is still months away, one group of researchers is definitely leapfrog… https://t.co/GpbnnLYuYy","Washington, DC"
406,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",Italia
407,2020-05-09,"I hope this is true....
#coronavirus #italyvaccine #covid19vaccine #TrendingNow
#COVID19 #hope https://t.co/Jwetb1Taas",
408,2020-05-09,Hope #COVID19 #COVID19vaccine https://t.co/wglrCQVmwz,"Virginia Beach, VA"
409,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"भोपाल, भारत"
410,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
411,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
412,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,[redacted]
413,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,[redacted]
414,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,[redacted]
415,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,[redacted]
416,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
417,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,"Mumbai, India"
418,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"Mumbai, India"
419,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"Mumbai, India"
420,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Mumbai, India"
421,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",alzheimerebook@gmail.com
422,2020-05-09,"Welcome to Kenya where:
A specialist is demoted without reasons and reasons looked for later like #COVID19vaccine… https://t.co/dnxrcRwOLB",
423,2020-05-09,Over 30 #COVID19 vaccines are in different stages of development and a few are going to trial stages in #India. Thi… https://t.co/5SqlIEDaRl,"New Delhi, India"
424,2020-05-09,"Maharashtra has almost 14,541 cases which makes it the worst affected state whereas Gujarat has 5,804 cases registe… https://t.co/0VUmUQEdJH","Gurgaon, India"
425,2020-05-09,"@BDUTT 1. No point of #COVID19 Lockdowns till a #COVID19Vaccine happens.
2. Allow ""HERD IMMUNITY"" by prescribing ""R… https://t.co/BhZW1iwaBw",
426,2020-05-09,RT @ManojGoelBJP: I think Israel and India will make #COVID19vaccine 👍 https://t.co/2rYeGU510h,"New Delhi, India"
427,2020-05-09,Italian scientists claim to have developed vaccine for covid19 and the test on humans would start after summer....t… https://t.co/iD9NjqGvlP,"Chennai, India"
428,2020-05-09,I think Israel and India will make #COVID19vaccine 👍 https://t.co/1vDqNMPunT https://t.co/2rYeGU510h,"New Delhi, India"
429,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,India
430,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,India
431,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,India
432,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,India
433,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…",
434,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
435,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"#Guntur, India"
436,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"#Guntur, India"
437,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"#Guntur, India"
438,2020-05-09,RT @Insightscare: A team of #researchers in Italy have claimed that they have #successfullydeveloped a #vaccine that can help contain the n…,"Latur, India"
439,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",United States
440,2020-05-09,A team of #researchers in Italy have claimed that they have #successfullydeveloped a #vaccine that can help contain… https://t.co/cftgD1DnYw,"Dublin, OH"
441,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…","Bogotá, D.C., Colombia"
442,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…","Bogotá, D.C., Colombia"
443,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…","Las Vegas, NV"
444,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",London
445,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…","Kakamigahara-shi, Gifu-ken "
446,2020-05-09,"RT @pfizer: We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.

Here’s Kath…",
447,2020-05-09,We are working determinedly to bring forth medical solutions that could bring an end to the #coronavirus pandemic.… https://t.co/cIH5P0qPuh,"New York, NY"
448,2020-05-09,Pharmaceutical company Pfizer begins human trials of experimental #Covid19 vaccines in #US.… https://t.co/eiuU26G8Jq,"595, Budhwar Peth, Pune"
449,2020-05-09,Pharmaceutical company Pfizer begins human trials of experimental #Covid19 vaccines in #US.… https://t.co/QIHlq0hBo2,"Maharashtra, India"
450,2020-05-09,"I just volunteered for a #COVIDー19 vaccine trial 

""The dream of immunity passports is not likely to become a reali… https://t.co/M6nkKLza6k",
451,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Oklahoma, USA"
452,2020-05-09,"With work on a #COVID19Vaccine generating interest in the media, vaccine perception and hesitancy have become more… https://t.co/oD4yw5g18l",New York City & Oxford
453,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,
454,2020-05-09,"11 countries still free from #coronavirus :)

--
#COVID19outbreak #COVID19vaccine  #lockdown #lockdownextension… https://t.co/bt3OIBhpkU",United Arab Emirates
455,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,chennai
456,2020-05-09,"If they come out with a Vaccine 💉 
Yes or No 🤔
💜💜💜
#covıd19 #covid19memes #covid19vaccine #coronavirusvaccine @ Val… https://t.co/dZl0weqNLZ","Santa Clarita, California"
457,2020-05-09,So the #herdimmunity idea may actually allow #COVID19 infections the opportunity to mutate?… https://t.co/ZO7F8k6gkm,"Boston, MA"
458,2020-05-09,Italian scientists claim to have developed world’s first #COVID19vaccine and will start human trial soon.… https://t.co/iQPhG0JH9Z,"Media One Hotel, Dubai"
459,2020-05-09,"“Even if we manage to eradicate the novel #Coronavirus in countries such as the #UK, there is likely to be a long p… https://t.co/Rw24gJRuud",Politics Means Politics™
460,2020-05-09,RT @trustmedi2016: Some good news! Italy has claimed that it has successfully developed the world's first #CoronaVirusVaccine that works on…,United States
461,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,
462,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,
463,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,
464,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,
465,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Mumbai, India"
466,2020-05-09,India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to b… https://t.co/DOyk02a6pL,India
467,2020-05-09,Look after this. We need the vaccine as soon as possible. We are scared in West Bengal. Look after this antivirus v… https://t.co/4y9USQW7Nk,Kolkata
468,2020-05-09,RT @trustmedi2016: Some good news! Italy has claimed that it has successfully developed the world's first #CoronaVirusVaccine that works on…,
469,2020-05-09,RT @gsiwo: COVID-19 https://t.co/dWPu1Rqjji now includes information on 101 vaccine candidates being developed across 21 countries using ab…,"Notre Dame, IN"
470,2020-05-09,"There may never be a #COVID19vaccine , says #WHO #coronavirus expert

#CoronavirusOutbreak #coronavirus… https://t.co/oCLRIWNEcM","Mohali, India"
471,2020-05-09,"RT @SharryWilson: Dr. Rick Bright, the ousted director of BARDA, has filed an official whistleblower complaint.
#DrRickBright #BARDA #HHS #…","New York City,NY"
472,2020-05-09,The researchers experimented with the vaccine on mice that had successfully developed antibodies that blocked the v… https://t.co/mBsSKWv1ii,"New Delhi, India"
473,2020-05-09,"RT @goyalsanjeev: As #Covid19Vaccine trials going on many countries, a significant development has come from #Israel who claims to have dev…",
474,2020-05-09,"After all this gloom, this is certainly a very good news. #Italy #Covid19Vaccine https://t.co/5rlv89CwLK",Kolkata
475,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,
476,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,
477,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,
478,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,
479,2020-05-09,"@Israel_MOD Well done @Israel_MOD, Congratulations for this achievement. #COVID19vaccine #Covid_19india","Jharkhand,Ranchi"
480,2020-05-09,"The vaccine has antibodies generated in mice that work on human cells

#COVID19 #COVID19Vaccine #coronavirus… https://t.co/semHxe22qG",India
481,2020-05-09,RT @DrRimmer: The € 7.4 billion for Covid-19 product and vaccine development needs a few strings attached https://t.co/hNS42LbrfY @ellentho…,Global
482,2020-05-09,Shortcuts to create COVID-19 vaccine will put #Humanity in danger #COVID19Vaccine #BreakingNews #India… https://t.co/QekqJH1LCp,Chandigarh
483,2020-05-09,"Italian researchers claim world’s first Covid-19 vaccine: Report

#Italian #COVID19Pandemic #ItalyCoronavirus… https://t.co/d7Its0HXsf","New Delhi, Delhi"
484,2020-05-09,"https://t.co/AtID6sWrI5 taps AI to predict COVID-19 vaccine success https://t.co/epEX8Jo8Ov via @VentureBeat
#AI… https://t.co/j4R8DwA6GH",Global
485,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,"Mumbai, India "
486,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"Mumbai, India "
487,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"Mumbai, India "
488,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Mumbai, India "
489,2020-05-09,RT @weijmarshausen: Exciting update on Humane Genomics COVID19 vaccine. https://t.co/cJgUKnr90s Working as designed. Proud of the team. #CO…,"Venlo, Nederland"
490,2020-05-09,"""Italy &amp; Israel"" - Hope These Two Vaccines Will Work Perfectly &amp; Our world Will be Cured Soon From Deadly Coronavir… https://t.co/C9gsKNTf50",
491,2020-05-09,"@ZomatoIN Exactly this! 🤷🏻‍♂️
If available please do the needful! 🥴
#COVID19vaccine #Covid_19india https://t.co/swa0PwvhnY","Chennai, Tamil Nadu"
492,2020-05-09,"RT @CareClues: In what may turn out to be glad tidings for mankind, a #COVID19vaccine is being put to test in mass human trials. Developed…",Kolkata
493,2020-05-09,Some good news! Italy has claimed that it has successfully developed the world's first #CoronaVirusVaccine that wor… https://t.co/CH1TE9GZzm,"Kolkata, India"
494,2020-05-09,"Italian scientists claim to have developed vaccine that neutralises coronavirus in human cells

https://t.co/6cNCgYkP8b
#covid19vaccine",INDIA
495,2020-05-09,Hope for the humanity #COVID19vaccine #COVID2019india https://t.co/KEjFV6nVao,Pune
496,2020-05-09,Almost everybody alive in South Africa today got this TB vaccine. https://t.co/dWyZYJQTXp #COVID19vaccine,"Cape Town, South Africa"
497,2020-05-09,"#Italy claims #World's First #COVID19 Vaccine: #ANSA

#CoronaVaccine #COVID19Vaccine #lockdownextension… https://t.co/7XrnILLsGB",New Delhi. 
498,2020-05-09,"World leaders urge cooperation in vaccine hunt, raise US$8 billion

View more at:
https://t.co/da7djE9BoO… https://t.co/OaeeDTHTh6",Việt Nam
499,2020-05-09,"After #Israel's breakthrough on #Covid19Vaccine front, now #Italy also claim to have developed vaccine&gt;Italian vacc… https://t.co/dnV1HT9Qyf",India
500,2020-05-09,"RT @indiatvnews: #Coronavirus: Shortcuts to create COVID-19 vaccine will put humanity in danger, health experts warn | via @IndiaTVNews #Co…",Lucknow_India
501,2020-05-09,#Italy claims to have developed the world's first corona vaccine that works on human cells #Coronavirus… https://t.co/MRRMWMiRI3,"Hyderabad, India"
502,2020-05-09,"#Coronavirus: Shortcuts to create COVID-19 vaccine will put humanity in danger, health experts warn | via… https://t.co/hz0UVasXdf",India
503,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,
504,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,
505,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,
506,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,"Ahmadabad City, India"
507,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,
508,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"Ahmadabad City, India"
509,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"Ahmadabad City, India"
510,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Ahmadabad City, India"
511,2020-05-09,"RT @connie9888: Pfizer BioNTech SE dose first U.S. subject w/ #covid19vaccine 
#biotech https://t.co/L0uurdzaTA",
512,2020-05-09,"RT @NewsBytesApp: #COVID19: 5 promising vaccine candidates currently in trial #COVID19Vaccine 
https://t.co/NUDE92jVTF","Surat, India"
513,2020-05-09,RT @DrRimmer: The € 7.4 billion for Covid-19 product and vaccine development needs a few strings attached https://t.co/hNS42LbrfY @ellentho…,
514,2020-05-09,RT @DrRimmer: The € 7.4 billion for Covid-19 product and vaccine development needs a few strings attached https://t.co/hNS42LbrfY @ellentho…,"Brisbane, Queensland"
515,2020-05-09,#ItalianScientists claim world's first #Covid19Vaccine https://t.co/F97LLHvVrt,"Dhaka, Bangladesh"
516,2020-05-09,The € 7.4 billion for Covid-19 product and vaccine development needs a few strings attached https://t.co/hNS42LbrfY… https://t.co/01ZX8BI3Cj,"Brisbane, Queensland"
517,2020-05-09,RT @weijmarshausen: Exciting update on Humane Genomics COVID19 vaccine. https://t.co/cJgUKnr90s Working as designed. Proud of the team. #CO…,Europe
518,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,"w.r.t. Earth, Delhi, IN"
519,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"w.r.t. Earth, Delhi, IN"
520,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"w.r.t. Earth, Delhi, IN"
521,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"w.r.t. Earth, Delhi, IN"
522,2020-05-09,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,"Rourkela Industrial Township, "
523,2020-05-09,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,"Rourkela Industrial Township, "
524,2020-05-09,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,"Rourkela Industrial Township, "
525,2020-05-09,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,"Rourkela Industrial Township, "
526,2020-05-09,RT @ChemoMetec: We’re continuing to support research and therapy development to fight #COVID19. See how we can support your work: https://t…,"Glasgow, Scotland"
527,2020-05-09,RT @gsiwo: COVID-19 https://t.co/dWPu1Rqjji now includes information on 101 vaccine candidates being developed across 21 countries using ab…,"Nairobi, Kenya"
528,2020-05-09,"RT @NewsBytesApp: #COVID19: 5 promising vaccine candidates currently in trial #COVID19Vaccine 
https://t.co/NUDE92jVTF","Ahmedabad, India"
529,2020-05-09,"RT @NewsBytesApp: #COVID19: 5 promising vaccine candidates currently in trial #COVID19Vaccine 
https://t.co/NUDE92jVTF",India
530,2020-05-09,"#covid19 #lockdownrelaxation #COVID19vaccine    Developed Antibody Against Coronavirus, ""Terrific Breakthrough"": Is… https://t.co/FTyGpuqGjC","Kolkata, India"
