2020-05-09  18:49,1258399074690183168,Yikes! #COVID19 effect on unemployment figures=ill wind that blows nobody any good. Many unemployed haven't been ad… https://t.co/uzuFOK53i6,2020-05-07 14:11:33,,,,"Brooklyn, New York","neg"
2020-05-09  18:50,1259242943015051264,ICMR teams up with Bharat Biotech to develop indigenous #Covid19vaccine. #IndiaFightsCorona ⁦@narendramodi⁩  https://t.co/I9YtuoPzMF,2020-05-09 22:04:47,,,,"New Delhi, India"
2020-05-09  18:50,1259214177064808448,@LadyRedWave People refusing the #COVID19vaccine ?? Smart people. https://t.co/JScnfeEMPM,2020-05-09 20:10:29,,,,"Bellevue, Washington, USA"
2020-05-09  18:50,1259201236882128896,"@eliasamare @eliasamare thats actually a blessed idea, people coming out in their thousands and protesting may brin… https://t.co/Qx8rl0MHni",2020-05-09 19:19:04,,,,"London, England"
2020-05-09  18:50,1259198091292483584,"""#Polio spread fastest in warm months. Each June, beaches &amp; movie theaters, swimming pools &amp; ice cream parlors went… https://t.co/w0q3RLsPaW",2020-05-09 19:06:34,,,,"Boston, MA"
2020-05-09  18:50,1259188186997075968,"How Patent Abuse Could Hurt the Fight Against the Pandemic

Scientific research that is funded by the public should… https://t.co/4x2hLrEBMU",2020-05-09 18:27:13,,,,
2020-05-09  18:50,1259182065712533504,Israel's IIBR finds antibody that neutralizes coronavirus - The Jerusalem Post #vacunacovid #vaccine… https://t.co/LkmeEpYZUp,2020-05-09 18:02:53,,,,México
2020-05-09  18:50,1259163757995057153,@naveenthacker #Covid19Vaccine? Always hope 😊,2020-05-09 16:50:08,,New Delhi,,New Delhi
2020-05-09  18:50,1259161184856612867,"Yesterday @CarryMinati  has roasted #Tiktokers and today he has got more than 2.4 Crore views.
Few days ago Chandig… https://t.co/XndJ4RxNnn",2020-05-09 16:39:55,,,,
2020-05-09  18:50,1259135450712690688,President Trump is singularly focused on getting a coronavirus vaccine to all Americans by January — if not before… https://t.co/aVDyEs3bWe,2020-05-09 14:57:39,,,,India
2020-05-09  18:50,1259129290236583936,"@bsindia Yes, Serum will certainly lead the way for #COVID19vaccine #vaccine

BTW, I heard partnership news before… https://t.co/1C0UbDBm20",2020-05-09 14:33:10,,,,"Pune, Maharashtra"
2020-05-09  18:50,1259122719444131840,"@Indian_Leopard @WarrenBuffett When did you made experience with CpG1018 in cancer vaccines? Which year? 

And yeah… https://t.co/nGcsLDl9cQ",2020-05-09 14:07:04,,,,Europe
2020-05-09  18:50,1259114478810980353,@ICMRDELHI partners with Bharat Biotech International Ltd. to develop #COVID19vaccine https://t.co/k4Tv4KlFwe,2020-05-09 13:34:19,,,,"New Delhi, India"
2020-05-09  18:50,1259083852481474565,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-09 11:32:37,,,,"Pretoria, South Africa"
2020-05-09  18:50,1259065705976090624,RT @ImWithoutADoubt: @JenniferFShort @iajanus @truth_seeker_85 @QuriousIn @defiance284 @BryceCartwright No Balinese booze holidays for them…,2020-05-09 10:20:31,,,,Maitland (NSW)
2020-05-09  18:50,1259064758260559872,RT @techstrat_99: A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity that cre…,2020-05-09 10:16:45,,,,
2020-05-09  18:50,1259061514465492993,@JenniferFShort @iajanus @truth_seeker_85 @QuriousIn @defiance284 @BryceCartwright No Balinese booze holidays for t… https://t.co/KHls0JzhL2,2020-05-09 10:03:51,,,,An Uber Away
2020-05-09  18:50,1259058791875837952,"“REMDESIVIR SHOWS PROMISE IN ONGOING COVID-19 CLINICAL TRIAL” https://t.co/rtTa8NQ9L4
#remdesivir… https://t.co/KMUoh4KUeH",2020-05-09 09:53:02,,,,"Berlin, Germany"
2020-05-09  18:50,1259035729856004096,"How Spanish Flu of 1918 ended?

#Covid_19
#COVID__19
#CoronavirusOutbreak
#CoronavirusLockdown
#SpanishFlu… https://t.co/4EzlkPUKwO",2020-05-09 08:21:24,,,,
2020-05-09  18:50,1259013465584349186,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-09 06:52:56,,,,"Lagos, Nigeria"
2020-05-09  18:50,1258983953173819393,RT @techstrat_99: A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity that cre…,2020-05-09 04:55:39,,,,
2020-05-09  18:50,1258963985635971072,The CEO of the world's largest manufacturer of syringes said “there is no capacity” to quickly ramp up production t… https://t.co/QPDAqlNfPQ,2020-05-09 03:36:19,,,,Chennai
2020-05-09  18:50,1258954495439978496,RT @techstrat_99: A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity that cre…,2020-05-09 02:58:36,,,,Fiji
2020-05-09  18:50,1258953569509601280,RT @techstrat_99: A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity that cre…,2020-05-09 02:54:55,,,,
2020-05-09  18:50,1258953378891042818,RT @techstrat_99: A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity that cre…,2020-05-09 02:54:10,,,,"Canberra, Australia"
2020-05-09  18:50,1258952039159091200,RT @techstrat_99: A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity that cre…,2020-05-09 02:48:50,,,,Canberra (formely Taipei)
2020-05-09  18:50,1258950500520808448,I want to be free! Let me out #COVID19vaccine,2020-05-09 02:42:44,,,,
2020-05-09  18:50,1258948707321430016,#COVID19vaccine @BillGates @WHO @DrAnthonyF @HillaryClinton @CNN @ABC @CBS  @maddow @MSNBC #vaccineskill The COVID💉… https://t.co/suQa5YCQ0S,2020-05-09 02:35:36,,,,United States
2020-05-09  18:50,1258946819733680130,"RT @mehrotra15j: @MQuigley1963 #sixwordstory #WritingCommunity 

#COVID19vaccine : Cool water bath in morning.",2020-05-09 02:28:06,,,,Australia
2020-05-09  18:50,1258938629508026368,"@MQuigley1963 #sixwordstory #WritingCommunity 

#COVID19vaccine : Cool water bath in morning.",2020-05-09 01:55:33,,,,aurangabad
2020-05-09  18:50,1258918067599364096,A #COVID19vaccine is highly sort after right now.  Needless to say it will be extremely lucrative for the entity th… https://t.co/zysaKaNimh,2020-05-09 00:33:51,,,,Canberra
2020-05-09  18:50,1258888636550074369,"Who is going to win the race for #COVID19vaccine ? 

Putting Covid 19 Vaccine on Public Domain - Sign the Petition!… https://t.co/EMUDd69Nfg",2020-05-08 22:36:54,,,,
2020-05-09  18:50,1258874517302247430,"Ngipholise cover by ANELISWA https://t.co/SoPzxln3tR via @YouTube 

#extendlockdown 

🛐®️©️ AFRICA 🙏🏽WORLD 🌍… https://t.co/UgAx0igzd7",2020-05-08 21:40:48,,,,The Kingdom
2020-05-09  18:50,1258861474627403778,RT @gsiwo: COVID-19 https://t.co/dWPu1Rqjji now includes information on 101 vaccine candidates being developed across 21 countries using ab…,2020-05-08 20:48:58,,,,United States
2020-05-09  18:50,1258860905409978369,@WhiteHouse staff member (Aide of Mike Pence) test positive for #COVIDー19 May Allah protect the Indian Parliament.… https://t.co/kouUviZu0t,2020-05-08 20:46:43,,,,"नई दिल्ली, भारत"
2020-05-09  18:50,1258839641823772672,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-08 19:22:13,,,,Lewis Run PA
2020-05-09  18:50,1258835697382969346,@SecAzar please do the right thing and reinstate Dr Bright to Director of @BARDA we need him their work in on finding the #COVID19vaccine !,2020-05-08 19:06:32,,,,
2020-05-09  18:50,1258834004025004034,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-08 18:59:49,,,,"Lewis Run, PA"
2020-05-09  18:50,1258817440844115974,India still has about one week left before deciding the fate of its nationwide #lockdown. If there are lessons to b… https://t.co/LbIAIV1Ogw,2020-05-08 17:54:00,,,,India
2020-05-09  18:50,1258812867614294018,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-08 17:35:49,,,,Pretoria Cbd
2020-05-09  18:50,1258798945322532865,RT @ketan72: Pune-based BJ Medical College (BJMC) &amp; Sassoon General Hospitals (SGH) will be the first in Maharashtra to conduct trials for…,2020-05-08 16:40:30,,,,
2020-05-09  18:50,1258798023586480128,"RT @PratibaRaman: Italian company #ReiThera said its #COVID19vaccine had shown a ""strong immune response"" in #animals. Researchers in #Ital…",2020-05-08 16:36:50,,,,
2020-05-09  18:50,1258794371446501381,Pune-based BJ Medical College (BJMC) &amp; Sassoon General Hospitals (SGH) will be the first in Maharashtra to conduct… https://t.co/U1i3qIJOXc,2020-05-08 16:22:20,,,,India
2020-05-09  18:50,1258793804192190464,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-08 16:20:04,,,,Joburg/Windhoek
2020-05-09  18:50,1258788810139336704,"Researchers in the @BCM_TropMed, and @TexasChildrens have partnered with PATH to develop a low-cost, safe, and effe… https://t.co/Y1VY3x9kPd",2020-05-08 16:00:14,,,,"Houston, Texas"
2020-05-09  18:50,1258787138570792961,"First #COVID19 vaccine test on animals successful
#COVID19vaccine https://t.co/eqCCSAUcMN via @cgtnofficial",2020-05-08 15:53:35,,,,India
2020-05-09  18:50,1258783279349719043,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-08 15:38:15,,,,"Lagos, Nigeria"
2020-05-09  18:50,1258778765024301056,"Coronavirus Clearly Explained in just 1 minute....
#coronavaccine #vaccine #COVID19vaccine 

https://t.co/G9wlWSS3uG",2020-05-08 15:20:19,,,,"Attur, India"
2020-05-09  18:50,1258764852585205760,"A majority of vaccine skeptics plan to refuse a #COVID19vaccine, a study suggests, and that could be a big problem… https://t.co/TFxEZ6ZEpK",2020-05-08 14:25:02,,,,"San Francisco, CA"
2020-05-09  18:50,1258759475307048962,Unapproved #COVID19Vaccine Might be Released by Regulators; Global Testing of Potential #Vaccine in Talks https://t.co/499m389RW9,2020-05-08 14:03:40,,,,Philippines
2020-05-09  18:50,1258758666125217794,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-08 14:00:27,,,,SOSHANGUVE
2020-05-09  18:50,1258751932447035392,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-08 13:33:41,,,,
2020-05-09  18:50,1258750869908185089,An incredible #goodnewsstory of #vaccinations for the prevention of #smallpox and particularly relevant as I sit a… https://t.co/FuQzRJ5wPy,2020-05-08 13:29:28,,,,
2020-05-09  18:50,1258749006513164288,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-08 13:22:04,,,,Canada
2020-05-09  18:50,1258738995028045826,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-08 12:42:17,,,,"Kalamazoo, MI"
2020-05-09  18:50,1258707525479907328,"Perhaps you're wondering why the #COVID19vaccine should take up to a year? Well, the development cycle of a vaccine… https://t.co/VW2hHwY4Fr",2020-05-08 10:37:14,,,,"P.O Box 9974, Kampala Uganda,"
2020-05-09  18:50,1258661961451134981,"@cnni Who will get the Covid19 #vaccine first?
Who will get the #Covid19vaccine last?
The idea of “Social murder,”… https://t.co/CIc1m5n73p",2020-05-08 07:36:11,,,,"Dallas, TX"
2020-05-09  18:50,1258661086041042945,RT @CapeTalk: Almost everybody alive in South Africa today got this TB vaccine. https://t.co/dWyZYJQTXp #COVID19vaccine,2020-05-08 07:32:42,,,,"California, north mostly"
2020-05-09  18:50,1258655199763234816,@jack_sommers Thank you from all of us. Im in recovery and although out of serious trouble the recovery is taking w… https://t.co/GASZkc13PJ,2020-05-08 07:09:18,,,,"Lewisham, London"
2020-05-09  18:50,1258654151795408898,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-08 07:05:09,,,,"Accra, Ghana"
2020-05-09  18:50,1258642752050393089,At #LiquorShops in India no one is questioning the hiked pricing. Imagine if it would have been a medical shop sell… https://t.co/ibd8ikOBYB,2020-05-08 06:19:51,,,,🇮🇳 🇫🇷 🇮🇹 🇨🇦 🇺🇸
2020-05-09  18:50,1258641454378827776,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,2020-05-08 06:14:41,,,,Beyond the stars! 
2020-05-09  18:50,1258627428013883393,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-08 05:18:57,,,,
2020-05-09  18:50,1258625401712267266,RT @NewsBytesApp: PiCoVacc - It uses an inactive SARS-CoV-2 to generate an immune response against the active version of the virus. #COVID1…,2020-05-08 05:10:54,,,,World-wide
2020-05-09  18:50,1258625390958051334,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,2020-05-08 05:10:51,,,,World-wide
2020-05-09  18:50,1258625379536945152,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,2020-05-08 05:10:49,,,,World-wide
2020-05-09  18:50,1258625365272133632,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,2020-05-08 05:10:45,,,,World-wide
2020-05-09  18:50,1258625155196059648,RT @ausgoldindustry: BREAKING NEWS | @NewcrestMining has announced a A$1 million contribution to support cutting edge #COVID19 vaccine rese…,2020-05-08 05:09:55,,,,"Perth, Western Australia"
2020-05-09  18:50,1258622122580033536,BREAKING NEWS | @NewcrestMining has announced a A$1 million contribution to support cutting edge #COVID19 vaccine r… https://t.co/HdImTauHZ4,2020-05-08 04:57:52,,,,"Perth, Australia"
2020-05-09  18:50,1258607902346092544,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,2020-05-08 04:01:22,,,,Born in Yorkshire 
2020-05-09  18:50,1258602293282271233,"I prefer a few years of recession to a few years of funerals.

Let the economy flatline for a while so that I don't… https://t.co/fDYejYTu0b",2020-05-08 03:39:05,,,,"Melbourne, Victoria"
2020-05-09  18:50,1258590760405831682,"RT @GRIDD_GU: Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by #GRIDD's Prof…",2020-05-08 02:53:15,,,,"Melbourne, Victoria"
2020-05-09  18:50,1258586491254566913,"RT @asialegal_vn: World leaders urge cooperation in vaccine hunt, raise US$8 billion

View more at:
https://t.co/da7djE9BoO

#asialegal #bu…",2020-05-08 02:36:17,,,,Asia Pacific
2020-05-09  18:50,1258579833153617920,"RT @IWF: ""The U.S. will lead vaccination development. This is why these human trials are happening. Most likely, the U.S. will also stipula…",2020-05-08 02:09:50,,,,
2020-05-09  18:50,1258579802774257668,"RT @IWF: ""The U.S. will lead vaccination development. This is why these human trials are happening. Most likely, the U.S. will also stipula…",2020-05-08 02:09:42,,,,"Tybee Island, GA"
2020-05-09  18:50,1258578199040139268,"RT @IWF: ""The U.S. will lead vaccination development. This is why these human trials are happening. Most likely, the U.S. will also stipula…",2020-05-08 02:03:20,,,,BackYard
2020-05-09  18:50,1258577602010284035,"RT @IWF: ""The U.S. will lead vaccination development. This is why these human trials are happening. Most likely, the U.S. will also stipula…",2020-05-08 02:00:58,,,,New York City
2020-05-09  18:50,1258573619397111808,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-08 01:45:08,,,,South Africa
2020-05-09  18:50,1258572401354342400,"SOON BOOSTER DOSE OF  BCG VACCINE COMING TO EVERY DOORSTEP. COVID19 VACCINE NOT BEFORE 2022.
#COVID19vaccine",2020-05-08 01:40:18,,,,bhopal
2020-05-09  18:50,1258544112271192065,RT @thefuselight: (1/2) Why does it take so long to produce a vaccine? BBC The Inquiry podcast walks thru the stages &amp; why expediting the p…,2020-05-07 23:47:53,,,,"Victoria, British Columbia"
2020-05-09  18:50,1258530155724587009,"RT @GRIDD_GU: Attend a free online Impact event on Tuesday 12th May at 1pm titled 'Hunt for a COVID 19 vaccine', presented by #GRIDD's Prof…",2020-05-07 22:52:26,,,,"Brisbane, Queensland, Australia"
2020-05-09  18:50,1258527121158234113,RT @thefuselight: (1/2) Why does it take so long to produce a vaccine? BBC The Inquiry podcast walks thru the stages &amp; why expediting the p…,2020-05-07 22:40:22,,,,Victoria BC Canada
2020-05-09  18:50,1258526344746397697,(1/2) Why does it take so long to produce a vaccine? BBC The Inquiry podcast walks thru the stages &amp; why expediting… https://t.co/QwGlFuK6kU,2020-05-07 22:37:17,,,,
2020-05-09  18:50,1258524676608782339,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 22:30:39,,,,"Higher Self  ,Within ,"
2020-05-09  18:50,1258523258103582723,"#Biopharma players worldwide have committed big money and talent to the hunt for a #COVID19Vaccine, striking some u… https://t.co/DZwHgtcZu9",2020-05-07 22:25:01,,,,"South San Francisco, CA"
2020-05-09  18:50,1258493002131165185,"RT @tatvamasi0: Instead of looking 4 healthcare solutions, they r instead working on the perfection of their control grid as if their finan…",2020-05-07 20:24:48,,,,India
2020-05-09  18:50,1258490391462060032,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 20:14:25,,,,
2020-05-09  18:50,1258485810359304192,"Instead of looking 4 healthcare solutions, they r instead working on the perfection of their control grid as if the… https://t.co/oxurGTc68u",2020-05-07 19:56:13,,,,
2020-05-09  18:50,1258479392486981636,"RT @sujewe: You are welcome to join this Webinar session on Covid19 Vaccine in Africa
https://t.co/JrzVjFD1yA
#COVID19 #COVID19vaccine #cov…",2020-05-07 19:30:43,,,,My Secret Garden
2020-05-09  18:50,1258474498724110338,"Social distancing &amp; self isolation are #COVID19vaccine.
#COVIDisNotFlu",2020-05-07 19:11:16,,,,پاکستان
2020-05-09  18:50,1258471953679204355,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 19:01:09,,,,
2020-05-09  18:50,1258471633469276165,"RT @novapbs: A majority of vaccine skeptics plan to refuse a #COVID19vaccine and that could be a problem, @ConversationUS reports: https://…",2020-05-07 18:59:53,,,,"St Paul, MN"
2020-05-09  18:50,1258469495347146753,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 18:51:23,,,,
2020-05-09  18:50,1258468646747324417,"Today when ppl r gossiping different theories abt Corona; one thing is for sure - ""Life has changed"" &amp; the World wi… https://t.co/HzWIHM8x63",2020-05-07 18:48:01,,,,
2020-05-09  18:50,1258466670990880768,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,2020-05-07 18:40:10,,,,"Jaipur, India"
2020-05-09  18:50,1258465376821788673,"Our own Susan Ellenberg speaks to @GMA about the race to find a #COVID19Vaccine: ""I always worry about cutting corn… https://t.co/EQFtdmNKWO",2020-05-07 18:35:01,,,,"Philadelphia, PA"
2020-05-09  18:50,1258460039779475456,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 18:13:49,,,,California
2020-05-09  18:50,1258460004815904771,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 18:13:40,,,,
2020-05-09  18:50,1258459623201353728,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 18:12:09,,,,കേരളം
2020-05-09  18:50,1258459615886553088,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 18:12:08,,,,
2020-05-09  18:50,1258459503466631171,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 18:11:41,,,,Occupied Azania
2020-05-09  18:50,1258458999697092609,"""The U.S. will lead vaccination development. This is why these human trials are happening. Most likely, the U.S. wi… https://t.co/pES516xTK0",2020-05-07 18:09:41,,,,"Washington, D.C."
2020-05-09  18:50,1258458734105427970,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 18:08:37,,,,"Durban, South Africa"
2020-05-09  18:50,1258453800039223296,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,2020-05-07 17:49:01,,,,"ojai, ca"
2020-05-09  18:50,1258451444992073728,RT @NewsBytesApp: mRNA-1273 - This vaccine uses parts of the coronavirus' genetic material to generate an immune response from the body. #C…,2020-05-07 17:39:40,,,,"Gurugram, India"
2020-05-09  18:50,1258451355846373377,RT @NewsBytesApp: INO-4800 -  It is a DNA-based vaccine that delivers genetic material of the virus into the cells and increases the produc…,2020-05-07 17:39:18,,,,"Gurugram, India"
2020-05-09  18:50,1258451260644065280,RT @NewsBytesApp: ChAdOx1 - It uses a modified adenovirus to deliver the coronavirus' genetic material into the body and prime the immune s…,2020-05-07 17:38:56,,,,"Gurugram, India"
2020-05-09  18:50,1258450254401359874,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 17:34:56,,,,Johannesburg
2020-05-09  18:50,1258448925855485955,RT @Dr_Pam_Jarvis: Wouldn't this be somewhat dangerous for retired people over 60 prior to the availability of a #COVID19vaccine ? Seems ex…,2020-05-07 17:29:39,,,,"Suffolk, UK. "
2020-05-09  18:50,1258448848210612226,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 17:29:20,,,,"Bloemfontein,South Africa"
2020-05-09  18:50,1258448788558999552,"RT @pfizer: In 25+ years of developing #vaccines, Kathrin Jansen says she has never before seen researchers collaborate in this way to laun…",2020-05-07 17:29:06,,,,Mumbai
2020-05-09  18:50,1258448708997459969,RT @Dr_Pam_Jarvis: Wouldn't this be somewhat dangerous for retired people over 60 prior to the availability of a #COVID19vaccine ? Seems ex…,2020-05-07 17:28:47,,,,sheffield 
2020-05-09  18:50,1258448409826144259,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 17:27:36,,,,Bloemfontein 
2020-05-09  18:50,1258447836913504263,RT @Dr_Pam_Jarvis: Wouldn't this be somewhat dangerous for retired people over 60 prior to the availability of a #COVID19vaccine ? Seems ex…,2020-05-07 17:25:19,,,,"North West, England"
2020-05-09  18:50,1258445374030839808,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 17:15:32,,,,
2020-05-09  18:50,1258444726212136963,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 17:12:58,,,,"Port Elizabeth, South Africa"
2020-05-09  18:50,1258444581475168256,"RT @thefasttalks: Italy claims first #COVID19vaccine 
The vaccine has been tested in the #Spallanzani Hospital in Rome. It is said to be on…",2020-05-07 17:12:23,,,,"Lagos, Nigeria"
2020-05-09  18:50,1258443385125302272,What is a vaccine and how soon will we get a #vaccine for the #Coronavirus #pandemic? Read our blog to know more: … https://t.co/ijJLozed8P,2020-05-07 17:07:38,,,,"California, USA"
2020-05-09  18:50,1258443120481579009,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 17:06:35,,,,"Pretoria, South Africa"
2020-05-09  18:50,1258438584438345728,"RT @SakmenSA: #MadagascarMedicine
In #SouthAfrica We Call It #Lengana
This Has Been Used For More Than Decades In Our Family To Fight Colds…",2020-05-07 16:48:33,,,,
2020-05-09  18:50,1258437128096079874,RT @ketan72: Pune-based BJ Medical College (BJMC) &amp; Sassoon General Hospitals (SGH) will be the first in Maharashtra to conduct trials for…,2020-05-07 16:42:46,,,,India
2020-05-09  18:50,1258436578151731201,RT @YoelMinkoff: #Moderna cleared for Phase 2 study of #Covid_19 vaccine https://t.co/InVoti6gfb #COVID19 #COVIDVACCINE #COVID19vaccine #co…,2020-05-07 16:40:35,,,,
